id;confederation;stadium;city;home_teams;capacity;county;ioc;country_population
289;AFC;Wuzhou City Hongling Stadium;Wuzhou;;18300;China;CHN;1403500365
290;AFC;Yancheng SC Stadium;Yancheng;;37003;China;CHN;1403500365
291;AFC;Yuanshen Stadium;Shanghai;Zobon;20000;China;CHN;1403500365
292;AFC;Yuexiushan Stadium;Guangzhou;Guangzhou R&F;20000;China;CHN;1403500365
293;AFC;Zhanjiang Olympic Center Stadium;Zhanjiang;;39769;China;CHN;1403500365
294;AFC;Zhenjiang SCC Stadium;Zhenjiang;;30000;China;CHN;1403500365
295;AFC;Zibo Sports Center Stadium;Zibo;;45000;China;CHN;1403500365
296;CONMEBOL;Estadio Atanasio Girardot;Medellín;Atlético, Independiente;40043;Colombia;COL;49996445
297;CONMEBOL;Estadio General Santander;Cúcuta;Deportivo;42901;Colombia;COL;49996445
298;CONMEBOL;Estadio Hernán Ramírez Villegas;Pereira;Deportivo Pereira;38500;Colombia;COL;49996445
299;CONMEBOL;Estadio Jaime Morón León;Cartagena;Real;14000;Colombia;COL;49996445
300;CONMEBOL;Estadio Metropolitano;Baranquilla;Junior, Uniautónoma;49612;Colombia;COL;49996445
301;CONMEBOL;Estadio Nemesio Camacho;Bogotá;Santa Fe, Millonarios;36343;Colombia;COL;49996445
302;CONMEBOL;Estadio Palogrande;Manizales;Once Caldas;32000;Colombia;COL;49996445
303;CONMEBOL;Estadio Pascual Guerrero;Cali;América, Deportivo, Depor;33130;Colombia;COL;49996445
304;CAF;Stade de Kintélé;Brazzaville;;60055;Congo;CGO;5125821
305;CONCACAF;Estadio Alejandro Morera Soto;Alajuela;LD Alajuelense;17895;Costa Rica;CRC;4857274
306;CONCACAF;Estadio Miguel „Lito” Pérez;Puntarenas;Puntarenas FC;4105;Costa Rica;CRC;4857274
307;CONCACAF;Estadio Nacional;San José;;35062;Costa Rica;CHI;4857274
308;CONCACAF;Estadio Ricardo Saprissa;San José;Deportivo Saprissa;23112;Costa Rica;CRC;4857274
309;UEFA;Stadion Aldo Drosina;Pula;Istra 1961, Istra Pula;8923;Croatia;CRO;4154200
310;UEFA;Stadion Branko Čavlović-Čavlek;Karlovac;NK Karlovac;12000;Croatia;CRO;4154200
311;UEFA;Stadion Cibalia;Vinkovci;Cibalia;10000;Croatia;CRO;4154200
312;UEFA;Stadion Gospin Dolac;Imotski;NK Imotski;2766;Croatia;CRO;4154200
313;UEFA;Stadion Gradski;Koprivnica;Slaven;3134;Croatia;CRO;4154200
314;UEFA;Stadion Gradski vrt;Osijek;NK Osjiek;18856;Croatia;CRO;4154200
315;UEFA;Stadion Hrvatski vitezovi;Rijeka;NK Dugopolje;5200;Croatia;CRO;4154200
316;UEFA;Stadion Intera;Zaprešić;Inter;4528;Croatia;CRO;4154200
317;UEFA;Stadion Kamen Ingrad;Velika;Kamen Ingrad;7095;Croatia;CRO;4154200
318;UEFA;Stadion Kranjčevićeva;Zagreb;NK Zagreb, Lokomotiva;8850;Croatia;CRO;4154200
319;UEFA;Stadion Lučko;Zagreb;NK Lučko;1800;Croatia;CRO;4154200
320;UEFA;Stadion Maksimir;Zagreb;Dinamo;38168;Croatia;CRO;4154200
321;UEFA;Stadion na Kantridi;Rijeka;NK Rijeka;10275;Croatia;CRO;4154200
322;UEFA;Stadion NK Varteks;Varaždin;Varteks;9099;Croatia;CRO;4154200
323;UEFA;Stadion Poljud;Split;Hajduk;34448;Croatia;CRO;4154200
324;UEFA;Stadion Radnik;Velika Gorica;HNK Gorica;8000;Croatia;CRO;4154200
325;UEFA;Stadion Rujevica;Rijeka;NK Rijeka;8279;Croatia;CRO;4154200
326;UEFA;Stadion SRC Mladost;Čakovec;Međimurje;8000;Croatia;CRO;4154200
327;UEFA;Stadion ŠRC Uljanik-Veruda;Pula;;4000;Croatia;CRO;4154200
328;UEFA;Stadion Stanovi;Zadar;NK Zadar;5860;Croatia;CRO;4154200
329;UEFA;Stadion Stjepan Spajić;Zagreb;Hrvatski dragovoljac;4500;Croatia;CRO;4154200
330;UEFA;Stadion Šubićevac;Šibenik;Šibenik;8500;Croatia;CRO;4154200
331;UEFA;Stadion u Pricviću;Žrnovnica;Mosor;3000;Croatia;CRO;4154200
332;UEFA;Ammóchostos;Larnaca;Néa Salamís;4000;Cyprus;CYP;1170125
333;UEFA;Antonis Papadopoulos;Larnaca;Anorthosis;9319;Cyprus;CYP;1170125
334;UEFA;Makario;Nicosia;Ethnikos, Digenis;16440;Cyprus;CYP;1170125
335;UEFA;Neo GSP;Nicosia;APOEL, Omonia, Olympiakos;22859;Cyprus;CYP;1170125
336;UEFA;Pafiako Athlítiko Kentro;Paphos;Pafos FC;9394;Cyprus;CYP;1170125
337;UEFA;Paralimni;Paralimni;Enosis Neon Paralimni;5800;Cyprus;CYP;1170125
338;UEFA;Tsirion Athlitiko Kentro;Limassol;Aris, AEL, Apollon;13261;Cyprus;CYP;1170125
339;UEFA;Zenon Athlitiko Kentro;Larnaca;AEK, Alki;13032;Cyprus;CYP;1170125
340;UEFA;Andrův Stadion;Olomouc;Sigma;12566;Czech Republic;CZE;10610947
341;UEFA;Chance Arena;Jablonec nad Nisou;FK Jablonec;6280;Czech Republic;CZE;10610947
342;UEFA;Ďolíček;Prague;Bohemians 1905;5000;Czech Republic;CZE;10610947
343;UEFA;Doosan Arena;Pilzno;Viktoria;11700;Czech Republic;CZE;10610947
344;UEFA;Eden Aréna;Prague;Slavia;21000;Czech Republic;CZE;10610947
345;UEFA;Generali Arena;Prague;Sparta;18944;Czech Republic;CZE;10610947
346;UEFA;Juliska;Prague;Dukla;4560;Czech Republic;CZE;10610947
347;UEFA;Letná Stadion;Zlín;FC Fastav Zlín;6375;Czech Republic;CZE;10610947
348;UEFA;Letní stadion;Pardubice;;15000;Czech Republic;CZE;10610947
349;UEFA;Městský fotbalový stadion Srbská;Brno;Zbrojovka;10785;Czech Republic;CZE;10610947
350;UEFA;Městský stadion;Karvina;MFK Karviná;4833;Czech Republic;CZE;10610947
351;UEFA;Mestsky Stadion Liberec;Liberec;FC Slovan Liberec;7000;Czech Republic;CZE;10610947
352;UEFA;Městský stadion Mladá Boleslav;Mladá Boleslav;FK Mladá Boleslav;5000;Czech Republic;CZE;10610947
353;UEFA;Městský stadión Znojmo;Znojmo;1. SC Znojmo;5000;Czech Republic;CZE;10610947
354;UEFA;Na Litavce;Příbram;FK Příbram;9100;Czech Republic;CZE;10610947
355;UEFA;Na Stínadlech;Teplice;FK Teplice;18221;Czech Republic;CZE;10610947
356;UEFA;Pod Vinicí;Pardubice;FK Pardubice;3000;Czech Republic;CZE;10610947
357;UEFA;Stadion 1. HFK Olomouc;Olomouc;HFK Olomouc;2900;Czech Republic;CZE;10610947
358;UEFA;Stadion Banik Sokolov;Sokolov;Banik;5000;Czech Republic;CZE;10610947
359;UEFA;Stadion Dukla;Havirov;MFK Havířov;7500;Czech Republic;CZE;10610947
360;UEFA;Stadion Evžena Rošického;Prague;;19032;Czech Republic;CZE;10610947
361;UEFA;Stadion FK Drnovice;Drnovice;FK Drnovice;6400;Czech Republic;CZE;10610947
362;UEFA;Stadion Františka Kloze;Kladno;SK Kladno;4000;Czech Republic;CZE;10610947
363;UEFA;Stadion Josefa Masopusta;Most;Siad;7500;Czech Republic;CZE;10610947
364;UEFA;Stadion Markéta;Prague;Olymp, Markéta;17500;Czech Republic;CZE;10610947
365;UEFA;Stadion Miroslava Valenty;Uherské Hradiště;Slovácko;8121;Czech Republic;CZE;10610947
366;UEFA;Stadion na Střeleckém Ostrově;Czeskie Budziejowice;Dynamo;6746;Czech Republic;CZE;10610947
367;UEFA;Stadion na Zadních Vinohradech;Chomutov;FC Chomutov;4800;Czech Republic;CZE;10610947
368;UEFA;Stadion u Nisy;Liberec;FC Slovan Liberec;9900;Czech Republic;CZE;10610947
369;UEFA;Stadion v Jiráskově ulici;Jihlava;Vysočina;4075;Czech Republic;CZE;10610947
370;UEFA;Viktoria Stadion;Prague;Viktoria Žižkov;5600;Czech Republic;CZE;10610947
371;UEFA;Vítkovice Aréna;Ostrava;MFK Vítkovice, Baník Ostrava;15000;Czech Republic;CZE;10610947
372;UEFA;Všesportovní Stadion;Hradec Králové;FC Hradec Králové;7100;Czech Republic;CZE;10610947
373;UEFA;Aalborg Portland Park;Aalborg;AaB;13800;Denmark;DEN;5806015
374;UEFA;BioNutria Park Randers;Randers;Randers FC;10300;Denmark;DEN;5806015
375;UEFA;Blue Water Arena;Esbjerg;Esbjerg FB;18000;Denmark;DEN;5806015
376;UEFA;Brøndby Stadion;Brøndby;Brøndby IF;31400;Denmark;DEN;5806015
377;UEFA;CASA Arena Horsens;Horsens;AC Horsens;10400;Denmark;DEN;5806015
378;UEFA;Ceres Park;Århus;AGF Århus;20220;Denmark;DEN;5806015
379;UEFA;DS Arena;Hobro;Hobro IK;10700;Denmark;DEN;5806015
380;UEFA;EWII Park;Odense;OB;15761;Denmark;DEN;5806015
381;UEFA;Gladsaxe Idrætspark;Søborg;Akademisk;12000;Denmark;DEN;5806015
382;UEFA;Helsingør Stadion;Helsingør;FC Helsingør;5500;Denmark;DEN;5806015
383;UEFA;JYSK park;Silkeborg;Silkeborg IF;10000;Denmark;DEN;5806015
384;UEFA;Lyngby Stadion;Lyngby;Lyngby BK;9000;Denmark;DEN;5806015
385;UEFA;MCH Arena;Herning;Midtjylland;11535;Denmark;DEN;5806015
386;UEFA;Næstved Stadion;Næstved;Næstved BK;10000;Denmark;DEN;5806015
387;UEFA;Right to Dream Park;Farum;Nordsjćlland;10100;Denmark;DEN;5806015
388;UEFA;Slagelse Stadion;Slagelse;Slagelse BK;10000;Denmark;DEN;5806015
389;UEFA;Sundby IP;Kopenhagen;Fremad Amager;7200;Denmark;DEN;5806015
390;UEFA;Sydbank Park;Haderslev;Sønderjysk;10000;Denmark;DEN;5806015
391;UEFA;Telia Parken;Kopenhagen;FC København;38009;Denmark;DEN;5806015
392;UEFA;Valby Idrætspark;Kopenhagen;Frem;12000;Denmark;DEN;5806015
393;CONMEBOL;Estadio Capwell;Guayaquil;Emelec;40059;Ecuador;ECU;16385068
394;CONMEBOL;Estadio Monumental Banco Pichincha;Guayaquil;Barcelona;59283;Ecuador;ECU;16385068
395;CONMEBOL;Estadio Olímpico Atahualpa;Quito;El Nacional, Deportivo Quito;39816;Ecuador;ECU;16385068
396;CONMEBOL;La Casa Blanca;Quito;LDU Quito;41596;Ecuador;ECU;16385068
397;CAF;Borg El-Arab Stadium;Borg El-Arab;;86000;Egypt;EGY;100124354
398;CAF;Cairo International Stadium;Cairo;Zamalek, Al-Ahly;74100;Egypt;EGY;100124354
399;CAF;Harras El-Hedoud Stadium;Alexandria;Sawahel;22000;Egypt;EGY;100124354
400;CAF;Military Academy Stadium;Cairo;Al-Jaish;28500;Egypt;EGY;100124354
401;CAF;Mukhtar Al-Tetsh Stadium;Cairo;Al-Ahly;25000;Egypt;EGY;100124354
402;CAF;Port Said Stadium;Port Said;Al-Masry;17988;Egypt;EGY;100124354
403;UEFA;ABAX Stadium;Peterborough;Peterborough Utd;14319;England;ENG;55619400
404;UEFA;Abbey Business Stadium;Chaltenham;Chaltenham Town, Gloucester City;7066;England;ENG;55619400
405;UEFA;Abbey Stadium;Cambridge;Cambridge United;9617;England;ENG;55619400
406;UEFA;Academy Stadium;Manchester;Manchester City;7000;England;ENG;55619400
407;UEFA;Adams Park;Wycombe;Wycombe Wanderers;10284;England;ENG;55619400
408;UEFA;Aggborough;Kidderminster;Harriers;6238;England;ENG;55619400
409;UEFA;Alexander Stadium;Birmingham;;12700;England;ENG;55619400
410;UEFA;Alexandra Stadium;Crewe;Crewe Alexandra;10153;England;ENG;55619400
411;UEFA;Amex Stadium;Brighton & Hove;Albion;30666;England;ENG;55619400
412;UEFA;Anfield;Liverpool;Liverpool;53394;England;ENG;55619400
413;UEFA;Ashton Gate;Bristol;Bristol City;27699;England;ENG;55619400
414;UEFA;Banks’s Stadium;Walsall;Walsall FC;11300;England;ENG;55619400
415;UEFA;bet365 Stadium;Stoke-on-Trent;Stoke City;30089;England;ENG;55619400
416;UEFA;Bloomfield Road;Blackpool;Blackpool FC;16220;England;ENG;55619400
417;UEFA;Blundell Park;Grimsby;Grimsby Town;9052;England;ENG;55619400
418;UEFA;Boleyn Ground;London;West Ham;35345;England;ENG;55619400
419;UEFA;Boundary Park;Oldham;Athletic;10638;England;ENG;55619400
420;UEFA;Bramall Lane;Sheffield;Sheffield United;32702;England;ENG;55619400
421;UEFA;Bristol Memorial Stadium;Bristol;Rovers;11917;England;ENG;55619400
422;UEFA;Broadhurst Park;Manchester;FC United;4400;England;ENG;55619400
423;UEFA;Brunton Park;Carlisle;United;16980;England;ENG;55619400
424;UEFA;Carrow Road;Norwich;Norwich City;27033;England;ENG;55619400
425;UEFA;Checkatrade.com Stadium;Crawley;Crawley Town;6134;England;ENG;55619400
426;UEFA;City Ground;Nottingham;Nottingham Forest;30445;England;ENG;55619400
427;UEFA;Colchester Community Stadium;Colchester;Colchester United;10084;England;ENG;55619400
428;UEFA;County Ground;Swindon;Swindon Town FC;15728;England;ENG;55619400
429;UEFA;Craven Cottage;London;Fulham;25700;England;ENG;55619400
430;UEFA;Darlington Arena;Darlington;;25000;England;ENG;55619400
431;UEFA;DCJ Group Insurance Arena;Matlock;Matlock Town;2757;England;ENG;55619400
432;UEFA;Deepdale Stadium;Preston;Preston;23404;England;ENG;55619400
433;UEFA;DW Stadium;Wigan;Wigan;25138;England;ENG;55619400
434;UEFA;Elland Road;Leeds;Leeds United;39460;England;ENG;55619400
435;UEFA;Emirates Stadium;London;Arsenal;59867;England;ENG;55619400
436;UEFA;Etihad Stadium;Manchester;Manchester City;55017;England;ENG;55619400
437;UEFA;Ewen Fields;Hyde;Hyde FC;4073;England;ENG;55619400
438;UEFA;Ewood Park;Blackburn;Blackburn Rovers;31154;England;ENG;55619400
439;UEFA;Fratton Park;Portsmouth;Portsmouth;20821;England;ENG;55619400
440;UEFA;Gigg Lane;Bury;Bury FC;11840;England;ENG;55619400
441;UEFA;Glanford Park;Scunthorpe;Scunthorpe United;9088;England;ENG;55619400
442;UEFA;Globe Arena;Morecambe;Morecambe FC;6476;England;ENG;55619400
443;UEFA;Goodison Park;Liverpool;Everton;39595;England;ENG;55619400
444;UEFA;Griffin Park;London;Brentford FC;12300;England;ENG;55619400
445;UEFA;Highbury Stadium;Fleetwood;Fleetwood Town;5094;England;ENG;55619400
446;UEFA;Hillsborough;Sheffield;Sheffield Wednesday;39812;England;ENG;55619400
447;UEFA;Home Park;Plymouth;Argyle;16388;England;ENG;55619400
448;UEFA;Huish Park;Yeovil;Yeovil Town;9665;England;ENG;55619400
449;UEFA;John Smith’s Stadium;Huddersfield;Huddersfield Town;24169;England;ENG;55619400
450;UEFA;Kassam Stadium;Oxford;Oxford United;12500;England;ENG;55619400
451;UEFA;KCOM Stadium;Hull;Hull City;24983;England;ENG;55619400
452;UEFA;Keepmoat Stadium;Doncaster;Rovers;15231;England;ENG;55619400
453;UEFA;Kenilworth Road;Luton;Luton Town;10226;England;ENG;55619400
454;UEFA;King Power Stadium;Leicester;Leicester City;32273;England;ENG;55619400
455;UEFA;Kingsmeadow;London;Kingstonian, Wimbledon;4850;England;ENG;55619400
456;UEFA;Loftus Road;London;QPR;18000;England;ENG;55619400
457;UEFA;London Stadium;London;West Ham;60000;England;ENG;55619400
458;UEFA;Macron Stadium;Bolton;Bolton Wanderers;28723;England;ENG;55619400
459;UEFA;Madejski Stadium;Reading;Reading;24161;England;ENG;55619400
460;UEFA;Matchroom Stadium;London;Leyton Orient;9271;England;ENG;55619400
461;UEFA;Meadow Lane;Nottingham;Notts County;20229;England;ENG;55619400
462;UEFA;Merseyrail Community Stadium;Southport;Southport FC;6008;England;ENG;55619400
463;UEFA;Mill Farm;Medlar with Wesham;AFC Fylde;6000;England;ENG;55619400
464;UEFA;Molineux Stadium;Wolverhampton;Wolverhampton;32057;England;ENG;55619400
465;UEFA;Montgomery Waters Meadow;Shrewsbury;Shrewsbury Town;9875;England;ENG;55619400
466;UEFA;Moor Lane;Salford;Salford City;3339;England;ENG;55619400
467;UEFA;Moss Rose;Macclesfield;Macclesfield Town;6355;England;ENG;55619400
468;UEFA;New York AESSEAL Stadium;Rotherham;Rotherham United FC;12021;England;ENG;55619400
469;UEFA;Oakwell Stadium;Barnsley;Barnsley FC;23009;England;ENG;55619400
470;UEFA;Old Trafford;Manchester;Manchester United;74994;England;ENG;55619400
471;UEFA;One Call Stadium;Mansfield;Mansfield Town;9186;England;ENG;55619400
472;UEFA;PHB Stadium;Northfleet;Ebbsfleet United;5011;England;ENG;55619400
473;UEFA;Pirelli Stadium;Burton upon Trent;Burton Albion;6912;England;ENG;55619400
474;UEFA;Plainmoor;Torquay;Torquay United;6500;England;ENG;55619400
475;UEFA;Portman Road;Ipswich;Ipswich Town;30311;England;ENG;55619400
476;UEFA;Prenton Park;Birkenhead;Tranmere;16587;England;ENG;55619400
477;UEFA;Pride Park Stadium;Derby;Derby;33597;England;ENG;55619400
478;UEFA;Priestfield Stadium;Gillingham;Gillingham FC;11582;England;ENG;55619400
479;UEFA;Princes Park;Dartford;Dartford FC;4100;England;ENG;55619400
480;UEFA;Proact Stadium;Chesterfield;Chesterfield FC;10379;England;ENG;55619400
481;UEFA;Ricoh Arena;Coventry;Coventry City;32609;England;ENG;55619400
482;UEFA;Riverside Stadium;Middlesbrough;Middlesbrough;33746;England;ENG;55619400
483;UEFA;Roots Hall;Southend-on-Sea;Southend United;12392;England;ENG;55619400
484;UEFA;Sandygate Road;Sheffield;Hallam FC;700;England;ENG;55619400
485;UEFA;Selhurst Park;London;Crystal Palace;25456;England;ENG;55619400
486;UEFA;Sincil Bank Stadium;Lincoln;Lincoln City;10127;England;ENG;55619400
487;UEFA;South Kesteven Sports Stadium;Grantham;Grantham Town;7500;England;ENG;55619400
488;UEFA;Spotland Stadium;Rochdale;Rochdale AFC;10249;England;ENG;55619400
489;UEFA;St James Park;Exeter;Exeter City;8541;England;ENG;55619400
490;UEFA;St. Andrew’s Stadium;Birmingham;Birmingham City;30009;England;ENG;55619400
491;UEFA;St. James’ Park;Newcastle;Newcastle United;52354;England;ENG;55619400
492;UEFA;St. Mary’s Stadium;Southampton;Southampton;32384;England;ENG;55619400
493;UEFA;Stadium mk;Milton Keynes;Dons;30700;England;ENG;55619400
494;UEFA;Stadium of Light;Sunderland;Sunderland;48707;England;ENG;55619400
495;UEFA;Stamford Bridge;London;Chelsea;41631;England;ENG;55619400
496;UEFA;Swansway Chester Stadium;Chester;Chester FC;5376;England;ENG;55619400
497;UEFA;Tameside Stadium;Ashton-under-Lyne;Curzon Ashton;4000;England;ENG;55619400
498;UEFA;The Den;London;Millwall;20146;England;ENG;55619400
499;UEFA;The Dripping Pan;Lewes;Lewes FC;3000;England;ENG;55619400
500;UEFA;The Hawthorns;West Bromwich;WBA;26688;England;ENG;55619400
501;UEFA;The Hive;London;Barnet FC;6205;England;ENG;55619400
502;UEFA;The New Lawn;Nailsworth;Forest Green Rovers;5032;England;ENG;55619400
503;UEFA;The PTS Academy Stadium;Northampton;Northampton Town;7653;England;ENG;55619400
504;UEFA;The Valley;London;Charlton Athletic;27111;England;ENG;55619400
505;UEFA;Totally Wicked Stadium;St Helens;St. Helens RFC;17646;England;ENG;55619400
506;UEFA;Turf Moor;Burnley;Burnley;21944;England;ENG;55619400
507;UEFA;Twickenham;London;;82223;England;ENG;55619400
508;UEFA;Underhill Stadium;Barnet;;6200;England;ENG;55619400
509;UEFA;Vale Park;Stoke-on-Trent;Port Vale;19052;England;ENG;55619400
510;UEFA;Valley Parade Stadium;Bradford;Bradford City;25100;England;ENG;55619400
511;UEFA;Vicarage Road;Watford;Watford FC;21000;England;ENG;55619400
512;UEFA;Victoria Park;Hartlepool;Hartlepool United;7856;England;ENG;55619400
513;UEFA;Victoria Road;London;Dagenham & Redbridge;6078;England;ENG;55619400
514;UEFA;Villa Park;Birmingham;Aston Villa;42682;England;ENG;55619400
515;UEFA;Vitality Stadium;Bournemouth;AFC Bournemouth;11360;England;ENG;55619400
516;UEFA;Wembley;London;Tottenham;90652;England;ENG;55619400
517;UEFA;Wham Stadium;Accrington;Stanley;5057;England;ENG;55619400
518;UEFA;White Hart Lane;London;Tottenham;32000;England;ENG;55619400
519;CAF;Estadio de Bata;Bata;;35700;Equatorial Guinea;EQG;1221490
520;CAF;Estadio de Malabo;Malabo;Atlético Malabo, Atlético Semu, Deportivo Unidad,;15250;Equatorial Guinea;EQG;1221490
521;CAF;Cicero Stadium;Asmara;Red Sea, Adulis, Hintsa, Edaga Hamus;20000;Eritrea;ERI;4954645
522;UEFA;A. Le Coq Arena;Tallinn;FC Flora;15000;Estonia;EST;1319133
523;UEFA;Kadrioru Staadion;Tallinn;Levadia;4700;Estonia;EST;1319133
524;UEFA;Kalevi Keskstaadion;Tallinn;Tallinna Kalev;11500;Estonia;EST;1319133
525;UEFA;Valga Keskstaadion;Valga;FC Valga;2500;Estonia;EST;1319133
526;UEFA;Á Mølini;Eiði;EB/Streymur;500;Faroe Islands;FRO;51095
527;UEFA;Fløtugerði;Fuglafjørður;ÍFF;3000;Faroe Islands;FRO;51095
528;UEFA;Gundadalur;Tórshavn;B36, BH;5000;Faroe Islands;FRO;51095
529;UEFA;Lilit Svangaskarð;Toftir;B68;1200;Faroe Islands;FRO;51095
530;UEFA;Skála Vøllurin;Skala;Skála IF;1000;Faroe Islands;FRO;51095
531;UEFA;Skansi Arena;Argir;AB;2000;Faroe Islands;FRO;51095
532;UEFA;Svangaskarð;Toftir;B68;6000;Faroe Islands;FRO;51095
533;UEFA;Tórsvøllur;Tórshavn;;6040;Faroe Islands;FRO;51095
534;UEFA;Við Djúpumýrar;Klaksvík;KÍ Klaksvík;1500;Faroe Islands;FRO;51095
535;UEFA;Lahden Stadion;Lahti;FC Lahti;14465;Finland;FIN;5520535
536;UEFA;Myyrmäen jalkapallostadion;Vantaa;PK-35 Vantaa;4700;Finland;FIN;5520535
537;UEFA;Olympiastadion;Helsinki;;40600;Finland;FIN;5520535
538;UEFA;Ratina Stadion;Tampere;FC Ilves;16820;Finland;FIN;5520535
539;UEFA;Sonera Stadium;Helsinki;HJK;10770;Finland;FIN;5520535
540;UEFA;Veritas Stadion;Turku;Inter, TPS;9400;Finland;FIN;5520535
541;UEFA;Allianz Riviera;Nice;OGC Nice;36178;France;FRA;67348000
542;UEFA;Groupama Stadium;Lyon;Lyon;59286;France;FRA;67348000
543;UEFA;Matmut Atlantique;Bordeaux;Bordeaux;42115;France;FRA;67348000
544;UEFA;Matmut Stadium;Lyon;;43051;France;FRA;67348000
545;UEFA;MMArena;Le Mans;UC Le Mans;25064;France;FRA;67348000
546;UEFA;Orange Vélodrome;Marseille;Marseille;67394;France;FRA;67348000
547;UEFA;Parc des Princes;Paris;PSG;47929;France;FRA;67348000
548;UEFA;Parc des Sports d’Annecy;Annecy;;15714;France;FRA;67348000
549;UEFA;Roazhon Park;Rennes;Stade Rennais;29778;France;FRA;67348000
550;UEFA;Stade Armand-Cesari;Furiani;SC Bastia;17000;France;FRA;67348000
551;UEFA;Stade Auguste Bonal;Montbéliard;FC Sochaux;20005;France;FRA;67348000
552;UEFA;Stade Auguste-Delaune;Reims;Stade Reims;21684;France;FRA;67348000
553;UEFA;Stade Bauer;Saint-Ouen;;10000;France;FRA;67348000
554;UEFA;Stade Bollaert-Delelis;Lens;Lens;38223;France;FRA;67348000
555;UEFA;Stade Chaban-Delmas;Bordeaux;;34327;France;FRA;67348000
556;UEFA;Stade Crédit Agricole La Licorne;Amiens;Amiens SC;12097;France;FRA;67348000
557;UEFA;Stade de France;Saint-Denis;;81338;France;FRA;67348000
558;UEFA;Stade de l‘Aar;Schiltigheim;SC Schiltigheim;2500;France;FRA;67348000
559;UEFA;Stade de l’Abbe Deschamps;Auxerre;Auxerre;18541;France;FRA;67348000
560;UEFA;Stade de l’Aube;Troyes;ES Troyes;18200;France;FRA;67348000
561;UEFA;Stade de l’Épopée;Calais;Calais RUFC;12432;France;FRA;67348000
562;UEFA;Stade de l’Ill;Mulhouse;FC Mulhouse;11303;France;FRA;67348000
563;UEFA;Stade de la Beaujoire;Nantes;Nantes;37473;France;FRA;67348000
564;UEFA;Stade de la Libération;Boulogne-sur-Mer;US Boulogne;15034;France;FRA;67348000
565;UEFA;Stade de la Méditerranée;Béziers;ASB;18555;France;FRA;67348000
566;UEFA;Stade de la Meinau;Strasburg;Strasbourg;26500;France;FRA;67348000
567;UEFA;Stade de la Mosson;Montpellier;Montpellier;32939;France;FRA;67348000
568;UEFA;Stade de Roudourou;Guingamp;En Avant;18197;France;FRA;67348000
569;UEFA;Stade des Alpes;Grenoble;Grenoble Foot;20068;France;FRA;67348000
570;UEFA;Stade des Costieres;Nîmes;Nimes Olympique;18482;France;FRA;67348000
571;UEFA;Stade du Hainaut;Valenciennes;Valenciennes FC;25172;France;FRA;67348000
572;UEFA;Stade du Moustoir;Lorient;FC Lorient;18500;France;FRA;67348000
573;UEFA;Stade du Ray;Nice;OGC Nice;17415;France;FRA;67348000
574;UEFA;Stade Francis Le Basser;Laval;Stade Lavallois;18607;France;FRA;67348000
575;UEFA;Stade Francis-Le Blé;Brest;Stade brestois 29;15305;France;FRA;67348000
576;UEFA;Stade François-Coty;Ajaccio;AC Ajaccio;10500;France;FRA;67348000
577;UEFA;Stade Gabriel Montpied;Clermont-Ferrand;Clermont Foot;10800;France;FRA;67348000
578;UEFA;Stade Gaston-Gérard;Dijon;Dijon FCO;16288;France;FRA;67348000
579;UEFA;Stade Geoffroy-Guichard;Saint-Étienne;Saint-Étienne;41965;France;FRA;67348000
580;UEFA;Stade Jean Bouin;Paris;Stade Français;20000;France;FRA;67348000
581;UEFA;Stade Jules Deschaseaux;Le Havre;;16400;France;FRA;67348000
582;UEFA;Stade Léon-Bollée;Le Mans;;16500;France;FRA;67348000
583;UEFA;Stade Lille-Métropole;Lille;OSC Lille;18185;France;FRA;67348000
584;UEFA;Stade Louis Dugauguez;Sedan;Sedan;23189;France;FRA;67348000
585;UEFA;Stade Louis II;Monaco;Monaco;18523;France;FRA;67348000
586;UEFA;Stade Marcel Picot;Nancy;AS Nancy;20087;France;FRA;67348000
587;UEFA;Stade Marcel-Saupin;Nantes;Nantes;1880;France;FRA;67348000
588;UEFA;Stade Marcel-Tribut;Dunkerque;USL Dunkerque;4200;France;FRA;67348000
589;UEFA;Stade Michel d’Ornano;Caen;SM Caen;20300;France;FRA;67348000
